,mean_z_high,Cell type,mean_z_low
HNSCC22_P5_H11_S287_comb,-0.17874909549889081,Malignant,-0.18217143351689807
HNSCC22_P5_H12_S288_comb,-0.3685598440204553,Malignant,-0.2361889860854312
HNSCC24_P25_L_LN_B12_S312_comb,-0.36769995733422617,Malignant,-0.30488767118276316
HNSCC24_P25_L_LN_E10_S346_comb,-0.06475564443955589,Malignant,-0.12956772039854644
HNSCC24_P25_L_LN_G05_S365_comb,0.029488561828260745,Malignant,-0.12402267075694434
HNSCC24_P25_L_LN_G11_S371_comb,0.26561269727007597,Malignant,-0.15664013862747597
HNSCC24_P3_A01_S1_comb,0.22716232922041896,Malignant,-0.2989675700095547
HNSCC24_P3_B03_S15_comb,-0.28967830913807696,Malignant,-0.292837178305245
HNSCC24_P3_B06_S18_comb,0.055897173160973215,Malignant,-0.27232710995708476
HNSCC24_P3_D01_S37_comb,-0.09034526406613683,Malignant,-0.226393812980439
HNSCC24_P3_D02_S38_comb,0.3436830389292789,Malignant,-0.32502034144795605
HNSCC24_P3_D07_S43_comb,-0.2717770451340335,Malignant,0.4132079980147166
HNSCC24_P3_E12_S60_comb,-0.06261510717210182,Malignant,-0.2753357375125258
HNSCC24_P3_G06_S78_comb,-0.08764433188693498,Malignant,-0.08806780377627131
HNSCC24_P3_H03_S87_comb,0.002469725598601941,Malignant,-0.20601326161332698
HNSCC25_P19_LN_A02_S194_comb,-0.2320107221481509,Malignant,-0.32336601792086656
HNSCC25_P19_LN_C05_S221_comb,-0.19259277565992755,Malignant,-0.19603135664422594
HNSCC25_P19_LN_C06_S222_comb,-0.20897028879695553,Malignant,-0.24005168609452415
HNSCC25_P19_LN_D03_S231_comb,-0.03442922585799353,Malignant,-0.17916916526498292
HNSCC25_P19_LN_E05_S245_comb,-0.2620697407655653,Malignant,-0.2727102220109835
HNSCC25_P19_LN_F05_S257_comb,-0.2785883113886671,Malignant,-0.15310263088219409
HNSCC25_P19_LN_F09_S261_comb,0.032837339347966725,Malignant,-0.1141204831025954
HNSCC25_P19_LN_G10_S274_comb,0.05171116591681968,Malignant,-0.14161236912812225
HNSCC25_P19_LN_H04_S280_comb,-0.27867781888035553,Malignant,-0.2725206593777373
HNSCC25_P19_LN_H09_S285_comb,0.3434676080018363,Malignant,-0.20414611565124224
HNSCC25_P1_pri_A06_S6_comb,-0.3811181019595571,Malignant,-0.30060580892781535
HNSCC25_P1_pri_A09_S9_comb,-0.3474446222861419,Malignant,-0.2814861383957162
HNSCC25_P1_pri_B04_S16_comb,-0.13875867824205196,Malignant,-0.1384981112159198
HNSCC25_P1_pri_B05_S17_comb,-0.03526526529564019,Malignant,-0.058054671025030605
HNSCC25_P1_pri_B07_S19_comb,0.0039052471038840343,Malignant,-0.10217878908571697
HNSCC25_P1_pri_B12_S24_comb,0.289388772849748,Malignant,-0.20390012510327382
HNSCC25_P1_pri_C01_S25_comb,0.7462485009534923,Malignant,-0.2245785212523583
HNSCC25_P1_pri_C02_S26_comb,0.005675593554795739,Malignant,-0.06636318009967818
HNSCC25_P1_pri_C03_S27_comb,0.16843023339851435,Malignant,-0.14613653715240224
HNSCC25_P1_pri_C07_S31_comb,0.04867705178678793,Malignant,-0.210550621074435
HNSCC25_P1_pri_D03_S39_comb,0.5543561409239944,Malignant,-0.27751832548094374
HNSCC25_P1_pri_E02_S50_comb,0.11042083329003116,Malignant,-0.28626046709060243
HNSCC25_P1_pri_E03_S51_comb,0.126402343280203,Malignant,-0.2047986863311681
HNSCC25_P1_pri_E04_S52_comb,-0.10784204498301034,Malignant,-0.2752117881394953
HNSCC25_P1_pri_E05_S53_comb,0.15233106172262875,Malignant,-0.11097088703434031
HNSCC25_P1_pri_E11_S59_comb,-0.18802315363563515,Malignant,-0.10942871832231675
HNSCC25_P1_pri_F03_S63_comb,0.14340532006455728,Malignant,-0.17015310100481673
HNSCC25_P1_pri_F04_S64_comb,0.2332902598082665,Malignant,-0.19078411642096568
HNSCC25_P1_pri_F08_S68_comb,-0.1873710794212839,Malignant,-0.252424237275399
HNSCC25_P1_pri_F10_S70_comb,-0.38794758925493894,Malignant,-0.31802194237515674
HNSCC25_P1_pri_F11_S71_comb,0.4332571752529502,Malignant,-0.22808529136518244
HNSCC25_P1_pri_F12_S72_comb,0.4263933372334946,Malignant,-0.24582675519182676
HNSCC25_P1_pri_G01_S73_comb,-0.10094035029625105,Malignant,-0.13401379947535944
HNSCC25_P1_pri_G03_S75_comb,-0.07120058885524208,Malignant,-0.24648446440830268
HNSCC25_P1_pri_G05_S77_comb,-0.006281475444378703,Malignant,-0.2650888495671463
HNSCC25_P1_pri_G07_S79_comb,-0.21421182619033427,Malignant,-0.13747365948493065
HNSCC25_P1_pri_G08_S80_comb,-0.35115830610889887,Malignant,-0.34559533059161923
HNSCC25_P1_pri_G11_S83_comb,-0.25002927083826837,Malignant,-0.1988996877811771
HNSCC25_P1_pri_G12_S84_comb,0.8068801008585166,Malignant,-0.2405328758184839
HNSCC25_P1_pri_H01_S85_comb,0.1319603671654999,Malignant,-0.3292072935991247
HNSCC25_P1_pri_H05_S89_comb,0.1724245784525997,Malignant,-0.04617466165522243
HNSCC25_P1_pri_H07_S91_comb,-0.045023480861245795,Malignant,-0.33231574445236256
HNSCC25_P1_pri_H11_S95_comb,0.23960018121937404,Malignant,-0.2562109241178391
HNSCC25_P1_pri_H12_S96_comb,0.36985773230200447,Malignant,0.018136199242641402
HNSCC25_P20_B06_S306_comb,0.4797954480252059,Malignant,-0.060715194450393146
HNSCC25_P20_C01_S313_comb,0.3559905600400074,Malignant,-0.2873893313413274
HNSCC25_P20_D09_S333_comb,0.019593124346386732,Malignant,-0.07485948121463384
HNSCC25_P20_D11_S335_comb,0.3492367627448602,Malignant,-0.13283775931291433
HNSCC25_P20_D12_S336_comb,0.5705831864846475,Malignant,-0.1625370026249289
HNSCC25_P20_E02_S338_comb,0.6457500126803327,Malignant,-0.13728896313302738
HNSCC25_P20_E06_S342_comb,0.12497374971740403,Malignant,-0.20132657203574686
HNSCC25_P20_E07_S343_comb,0.542017553021538,Malignant,-0.2130926476258927
HNSCC25_P20_E08_S344_comb,0.28401061113348536,Malignant,-0.09892507097957434
HNSCC25_P20_E09_S345_comb,-0.19812312858551595,Malignant,-0.25014077536015766
HNSCC25_P20_F04_S352_comb,0.38267468219599327,Malignant,-0.1877643099699927
HNSCC25_P20_F10_S358_comb,0.15934120204219138,Malignant,-0.18899687922370595
HNSCC25_P20_G07_S367_comb,0.5839252459232729,Malignant,-0.08146119863632388
HNSCC25_P20_G09_S369_comb,-0.06659017376302662,Malignant,-0.18674953773708677
HNSCC25_P20_H12_S384_comb,0.16015311100360366,Malignant,-0.20986965533363489
HNSCC25_P22_C04_S316_comb,0.6259136010827825,Malignant,-0.11126439604907054
HNSCC25_P22_C09_S321_comb,0.9380227232094442,Malignant,-0.12190715019512244
HNSCC25_P22_D12_S336_comb,-0.11401303901565993,Malignant,-0.17693372561348045
HNSCC25_P22_E01_S337_comb,-0.1842830867880591,Malignant,-0.24236896474604533
HNSCC25_P22_E08_S344_comb,0.253456866351336,Malignant,-0.08945824700649208
HNSCC25_P22_E09_S345_comb,-0.013163541362187071,Malignant,-0.24179384554916178
HNSCC25_P22_F01_S349_comb,-0.033226817033224575,Malignant,-0.25991160489043663
HNSCC25_P22_G02_S362_comb,0.5992361207359931,Malignant,-0.26186744698531317
HNSCC25_P22_G04_S364_comb,-0.023033786694532897,Malignant,-0.3229504664226949
HNSCC25_P22_H12_S384_comb,-0.2346402205987408,Malignant,-0.1376738510189456
HNSCC25_P2_A06_S6_comb,-0.051555078431349946,Malignant,-0.21887914634534494
HNSCC25_P2_A09_S9_comb,0.2585781960111972,Malignant,-0.17978749976898029
HNSCC25_P2_A12_S12_comb,0.1373646859412237,Malignant,-0.07736939182893386
HNSCC25_P2_B01_S13_comb,0.5482613720661642,Malignant,-0.13936491783054486
HNSCC25_P2_B02_S14_comb,0.36541221798077295,Malignant,-0.09748090185442305
HNSCC25_P2_B06_S18_comb,0.04045837691218249,Malignant,-0.1760458635632345
HNSCC25_P2_B08_S20_comb,0.06161806292868378,Malignant,-0.19912720736204445
HNSCC25_P2_C01_S25_comb,0.04243897635756079,Malignant,-0.2799066397034147
HNSCC25_P2_C04_S28_comb,-0.23604462132072224,Malignant,-0.037238952757317444
HNSCC25_P2_C05_S29_comb,-0.03573160233376117,Malignant,-0.322172216336135
HNSCC25_P2_C06_S30_comb,-0.14385012857422053,Malignant,-0.25149724201166745
HNSCC25_P2_D05_S41_comb,-0.3567849837210305,Malignant,-0.2542114088110779
HNSCC25_P2_D07_S43_comb,0.06374063279824921,Malignant,-0.25049758538644595
HNSCC25_P2_D11_S47_comb,0.42244624845851414,Malignant,-0.21726493762499607
HNSCC25_P2_D12_S48_comb,-0.17771382830802776,Malignant,-0.06531207433842452
HNSCC25_P2_E04_S52_comb,0.3798078597877517,Malignant,-0.18741523963295548
HNSCC25_P2_E05_S53_comb,-0.008258555421442989,Malignant,-0.30786604521929833
HNSCC25_P2_E08_S56_comb,0.12466312111261112,Malignant,-0.060323936693786856
HNSCC25_P2_E09_S57_comb,0.27696910898249383,Malignant,-0.059654629497775384
HNSCC25_P2_F02_S62_comb,-0.3688689038172474,Malignant,-0.3301390351226546
HNSCC25_P2_F03_S63_comb,0.049186019249385454,Malignant,-0.12970300488647238
HNSCC25_P2_F06_S66_comb,0.30254801644461815,Malignant,-0.1734379660504985
HNSCC25_P2_F09_S69_comb,0.007207569002815311,Malignant,-0.2321554982847204
HNSCC25_P2_F10_S70_comb,-0.017720543502359187,Malignant,-0.19436098175929897
HNSCC25_P2_F11_S71_comb,0.23606503266719397,Malignant,-0.20761449586466463
HNSCC25_P2_F12_S72_comb,0.2426548124322115,Malignant,-0.21524098368457134
HNSCC25_P2_G01_S73_comb,-0.3828854852473754,Malignant,-0.22338168874036463
HNSCC25_P2_G02_S74_comb,0.3896899204683729,Malignant,-0.2264144636455727
HNSCC25_P2_G03_S75_comb,-0.0012989329668215634,Malignant,-0.28568374567821286
HNSCC25_P2_G09_S81_comb,0.004528363759989671,Malignant,-0.20286251549797082
HNSCC25_P2_G11_S83_comb,0.012992980265136555,Malignant,-0.07998646337580952
HNSCC25_P2_H03_S87_comb,0.25531653502160884,Malignant,-0.21693944012459088
HNSCC25_P2_H07_S91_comb,0.07434882045300856,Malignant,-0.24972783080386368
HNSCC25_P3_A01_S97_comb,0.3356588476325263,Malignant,-0.25595826534065813
HNSCC25_P3_A02_S98_comb,-0.34068868645204275,Malignant,-0.2824233117935725
HNSCC25_P3_A07_S103_comb,0.24907701284156689,Malignant,-0.23042570322820558
HNSCC25_P3_A09_S105_comb,-0.022268276346682735,Malignant,-0.23312763022111477
HNSCC25_P3_B01_S109_comb,0.40828111835440783,Malignant,-0.29271953522396166
HNSCC25_P3_B07_S115_comb,-0.09445430771528654,Malignant,-0.3429054098038366
HNSCC25_P3_B08_S116_comb,-0.08583669510225918,Malignant,-0.1491058893468212
HNSCC25_P3_B09_S117_comb,0.3139450943702436,Malignant,-0.16208192059741494
HNSCC25_P3_C12_S132_comb,0.44767552021386237,Malignant,-0.19906521447814413
HNSCC25_P3_D04_S136_comb,0.0943334238119873,Malignant,-0.1622758750509617
HNSCC25_P3_D05_S137_comb,0.04900257777820748,Malignant,-0.22096679606986552
HNSCC25_P3_D06_S138_comb,0.12141125879797149,Malignant,-0.25484883019956733
HNSCC25_P3_D07_S139_comb,0.01898274459955668,Malignant,-0.11318935476804314
HNSCC25_P3_D08_S140_comb,0.24734224377529568,Malignant,-0.3144089693064974
HNSCC25_P3_E01_S145_comb,0.2650798791676857,Malignant,-0.2555303182837657
HNSCC25_P3_E03_S147_comb,0.5582436691496192,Malignant,-0.24222737467540034
HNSCC25_P3_E05_S149_comb,0.21245390321144966,Malignant,-0.24241095472859264
HNSCC25_P3_E07_S151_comb,0.14197310807234978,Malignant,-0.28795583427557003
HNSCC25_P3_E11_S155_comb,0.15776113654048102,Malignant,-0.12225160049446246
HNSCC25_P3_E12_S156_comb,-0.013024564555617303,Malignant,-0.23991291785983632
HNSCC25_P3_F02_S158_comb,0.26484907753113246,Malignant,-0.25015319968917565
HNSCC25_P3_F07_S163_comb,0.4101446967107234,Malignant,-0.21538573946609824
HNSCC25_P3_F08_S164_comb,-0.08077439089684316,Malignant,-0.24640458852022204
HNSCC25_P3_F10_S166_comb,-0.046672778546223696,Malignant,-0.1590006023564476
HNSCC25_P3_G04_S172_comb,-0.20565387502259602,Malignant,-0.18052668033606767
HNSCC25_P3_G09_S177_comb,0.2903993058428888,Malignant,-0.0788716780401585
HNSCC25_P3_G10_S178_comb,0.49735524931740815,Malignant,-0.27717430546622646
HNSCC25_P3_G11_S179_comb,-0.032336292117525936,Malignant,-0.33324893800739913
HNSCC25_P3_G12_S180_comb,-0.026947568798241638,Malignant,-0.253803011221969
HNSCC25_P3_H02_S182_comb,0.46003584568172146,Malignant,-0.17331238712575556
HNSCC25_P3_H03_S183_comb,0.5156948125821774,Malignant,-0.12274507993733463
HNSCC25_P3_H07_S187_comb,0.03536151428609037,Malignant,-0.2749591500045925
HNSCC25_P3_H09_S189_comb,-0.24299738282993924,Malignant,-0.17259196811249322
HNSCC25_P3_H10_S190_comb,-0.07573552978005968,Malignant,-0.2925241406764445
HNSCC25_P3_H12_S192_comb,-0.006693729394828331,Malignant,-0.23364907679372798
HNSCC25_P4_A01_S193_comb,0.1004906285571531,Malignant,-0.09981566509971937
HNSCC25_P4_A02_S194_comb,0.4039227567765076,Malignant,-0.23775873796630592
HNSCC25_P4_A04_S196_comb,-0.1568415094706156,Malignant,-0.16556758545223393
HNSCC25_P4_A07_S199_comb,0.2973525397492546,Malignant,-0.14942479244547532
HNSCC25_P4_B04_S208_comb,0.11407629106267823,Malignant,-0.19943440170415716
HNSCC25_P4_B09_S213_comb,0.17666085124234943,Malignant,-0.15628079256182376
HNSCC25_P4_C01_S217_comb,0.4320700412033451,Malignant,-0.15296196523667724
HNSCC25_P4_C04_S220_comb,0.2488273787267722,Malignant,-0.19730663753921177
HNSCC25_P4_C06_S222_comb,0.17651877591705464,Malignant,-0.19167409678758424
HNSCC25_P4_C10_S226_comb,0.10488165845413228,Malignant,-0.32458774534551854
HNSCC25_P4_D12_S240_comb,0.2092641752264205,Malignant,-0.24724180527014492
HNSCC25_P4_E09_S249_comb,0.5310340832338161,Malignant,-0.15898477909521147
HNSCC25_P4_E11_S251_comb,0.29500818697766035,Malignant,-0.04853972286543042
HNSCC25_P4_E12_S252_comb,0.13183703792184445,Malignant,-0.26123864498086374
HNSCC25_P4_F03_S255_comb,0.753349262886216,Malignant,-0.16353418428591812
HNSCC25_P4_F05_S257_comb,0.5403219722571548,Malignant,-0.18049484952858433
HNSCC25_P4_F07_S259_comb,0.10254830743292061,Malignant,-0.23742594057805527
HNSCC25_P4_F12_S264_comb,-0.015568536762475903,Malignant,-0.22628221358915834
HNSCC25_P4_G05_S269_comb,0.35538404973289744,Malignant,-0.20974003768205252
HNSCC25_P4_G06_S270_comb,0.5851457035739229,Malignant,-0.2216955891828767
HNSCC25_P4_G08_S272_comb,0.23366611702461698,Malignant,-0.23149367022826411
HNSCC25_P4_G11_S275_comb,0.40980791633840885,Malignant,-0.1789760939514253
HNSCC25_P4_G12_S276_comb,0.3930423738734606,Malignant,-0.17089220326528673
HNSCC25_P4_H02_S278_comb,0.1496860650482092,Malignant,-0.28268287882729104
HNSCC25_P4_H04_S280_comb,0.19763043311648834,Malignant,-0.19479042903931806
HNSCC25_P4_H06_S282_comb,0.20307913364414384,Malignant,-0.17890052699322662
HNSCC25_P4_H07_S283_comb,0.30794118361489925,Malignant,-0.23198261518096702
HNSCC25_P4_H12_S288_comb,0.28699260100704116,Malignant,-0.277672089553975
HNSCC26_P11_R_LN_A01_S289_comb,0.1454191212900252,Malignant,-0.3261261875652977
HNSCC26_P11_R_LN_A02_S290_comb,0.3075637781841978,Malignant,-0.16554148810541458
HNSCC26_P11_R_LN_A04_S292_comb,-0.06515119581483332,Malignant,-0.018812198173274116
HNSCC26_P11_R_LN_A06_S294_comb,0.07157358279052752,Malignant,-0.2968449634651465
HNSCC26_P11_R_LN_A09_S297_comb,0.1608561603000642,Malignant,-0.25107337491789705
HNSCC26_P11_R_LN_A11_S299_comb,-0.24781871971368277,Malignant,-0.28247821764382236
HNSCC26_P11_R_LN_B04_S304_comb,0.2197195696440881,Malignant,-0.29544481391114935
HNSCC26_P11_R_LN_B05_S305_comb,-0.2932387555951171,Malignant,-0.25526976969131604
HNSCC26_P11_R_LN_B07_S307_comb,0.3006821375045438,Malignant,-0.2976893489449748
HNSCC26_P11_R_LN_B09_S309_comb,0.0021357289669998556,Malignant,-0.16283785309076917
HNSCC26_P11_R_LN_C03_S315_comb,0.34498517192823847,Malignant,-0.10152497139413036
HNSCC26_P11_R_LN_C05_S317_comb,-0.36587193341732355,Malignant,-0.3248198809151371
HNSCC26_P11_R_LN_C06_S318_comb,-0.03317465635637806,Malignant,-0.15554906615745911
HNSCC26_P11_R_LN_C07_S319_comb,-0.3286014678295924,Malignant,-0.23878074424463822
HNSCC26_P11_R_LN_C08_S320_comb,0.22564131354591643,Malignant,-0.31007452751599424
HNSCC26_P11_R_LN_C09_S321_comb,0.7309956882433741,Malignant,-0.1847660200601591
HNSCC26_P11_R_LN_D01_S325_comb,-0.337544727498426,Malignant,-0.33261432082522985
HNSCC26_P11_R_LN_D02_S326_comb,-0.13497085221028707,Malignant,-0.08370060598855592
HNSCC26_P11_R_LN_D04_S328_comb,-0.3907924597502932,Malignant,-0.34518325728527277
HNSCC26_P11_R_LN_D09_S333_comb,0.00449994141853269,Malignant,-0.23558540004763445
HNSCC26_P11_R_LN_D10_S334_comb,0.1578825800048572,Malignant,-0.20484714742880122
HNSCC26_P11_R_LN_E08_S344_comb,0.0793584253548767,Malignant,-0.21202236486354203
HNSCC26_P11_R_LN_E11_S347_comb,-0.3893367863381331,Malignant,-0.34341836427227507
HNSCC26_P11_R_LN_F12_S360_comb,0.30046667490395335,Malignant,-0.28941492522658796
HNSCC26_P11_R_LN_G06_S366_comb,-0.06471425357464265,Malignant,-0.05210312962979056
HNSCC26_P11_R_LN_G12_S372_comb,-0.24557013279263215,Malignant,-0.21662120666605972
HNSCC26_P11_R_LN_H02_S374_comb,0.056562190349380884,Malignant,-0.24474379109676786
HNSCC26_P11_R_LN_H06_S378_comb,0.22866266667527968,Malignant,-0.18647174363425875
HNSCC26_P11_R_LN_H09_S381_comb,-0.1989423618494091,Malignant,-0.03128860868056716
HNSCC26_P12_A07_S199_comb,0.4726756268090429,Malignant,-0.19566977211811165
HNSCC26_P12_B01_S205_comb,0.8630894201240729,Malignant,-0.07735743921562661
HNSCC26_P12_B06_S210_comb,0.5533306409262452,Malignant,-0.2064473539746172
HNSCC26_P12_C02_S218_comb,-0.051251124754469496,Malignant,-0.26733062221836396
HNSCC26_P12_C11_S227_comb,-0.20021002610266242,Malignant,-0.3324506588133599
HNSCC26_P12_D04_S232_comb,0.9214815080467402,Malignant,-0.11321903320351741
HNSCC26_P12_D08_S236_comb,0.6202870120455531,Malignant,-0.11330403762989612
HNSCC26_P12_D10_S238_comb,0.008119088728934614,Malignant,-0.3445083402570801
HNSCC26_P12_E03_S243_comb,-0.1919140545303953,Malignant,-0.20313071146153752
HNSCC26_P12_F04_S256_comb,0.09052190014340902,Malignant,-0.193931710807151
HNSCC26_P12_F06_S258_comb,0.7942096994575608,Malignant,-0.2539273628925811
HNSCC26_P12_F08_S260_comb,0.8668568717800622,Malignant,-0.2061092531151107
HNSCC26_P12_F11_S263_comb,0.7887609138594427,Malignant,-0.20690112782314282
HNSCC26_P12_G07_S271_comb,0.5803133019967254,Malignant,-0.23717840729750336
HNSCC26_P12_H07_S283_comb,-0.2229977365715765,Malignant,-0.3330307644165801
HNSCC26_P12_H10_S286_comb,0.5199631495246759,Malignant,-0.31340135161245225
HNSCC26_P1_pri_A01_S97_comb,0.1304716039212196,Malignant,-0.31122426795163655
HNSCC26_P1_pri_A05_S101_comb,0.3638130306122905,Malignant,-0.3027591646811181
HNSCC26_P1_pri_B09_S117_comb,0.21706025369486354,Malignant,-0.28327774436191333
HNSCC26_P1_pri_C01_S121_comb,-0.0499445104079769,Malignant,-0.01867367017375153
HNSCC26_P1_pri_C06_S126_comb,0.04174514413967627,Malignant,-0.2949838245276756
HNSCC26_P1_pri_D04_S136_comb,0.37592075806086467,Malignant,-0.23082862769165088
HNSCC26_P1_pri_D12_S144_comb,0.1833761930136125,Malignant,-0.3311856337611046
HNSCC26_P1_pri_E06_S150_comb,0.39550588290207317,Malignant,-0.2649367999444897
HNSCC26_P1_pri_E07_S151_comb,-0.15124243133031423,Malignant,-0.32383714204280056
HNSCC26_P1_pri_E09_S153_comb,0.5845711809883433,Malignant,-0.21984183639784488
HNSCC26_P1_pri_F06_S162_comb,-0.3301116544438899,Malignant,-0.14236013064333478
HNSCC26_P1_pri_F07_S163_comb,0.1295471939814407,Malignant,-0.1206591574274254
HNSCC26_P1_pri_G01_S169_comb,0.37585386726163816,Malignant,-0.11218845251447664
HNSCC26_P1_pri_G02_S170_comb,0.06475203280521971,Malignant,-0.3082751816621964
HNSCC26_P1_pri_G10_S178_comb,0.09248266530112909,Malignant,-0.16773458495321278
HNSCC26_P1_pri_H03_S183_comb,-0.1993073950396306,Malignant,-0.26261599483035286
HNSCC26_P1_pri_H05_S185_comb,-0.34275506240648956,Malignant,-0.026710345839637276
HNSCC26_P1_pri_H09_S189_comb,0.046845395594344134,Malignant,-0.23728206617272088
HNSCC26_P23_A01_S289_comb,0.09949475249331172,Malignant,-0.1286130657842699
HNSCC26_P23_A03_S291_comb,0.19449457402256923,Malignant,-0.2974879833268925
HNSCC26_P23_A06_S294_comb,0.08376726518321494,Malignant,-0.10223985849308403
HNSCC26_P23_A07_S295_comb,0.40744601216153653,Malignant,-0.2253794353125272
HNSCC26_P23_A11_S299_comb,0.28991717799894656,Malignant,-0.28077082352362936
HNSCC26_P23_B02_S302_comb,0.511375919278607,Malignant,-0.23204656454209147
HNSCC26_P23_B07_S307_comb,0.061938232697999515,Malignant,-0.26266777169432065
HNSCC26_P23_C01_S313_comb,0.6127540512234002,Malignant,-0.18305087601987924
HNSCC26_P23_C02_S314_comb,0.3779009261663652,Malignant,-0.3237440125109178
HNSCC26_P23_C04_S316_comb,-0.24069799377070772,Malignant,-0.24572211505736669
HNSCC26_P23_C06_S318_comb,0.6773676410051823,Malignant,-0.3239909264035572
HNSCC26_P23_C07_S319_comb,0.10972346483300398,Malignant,-0.2549003675611279
HNSCC26_P23_C10_S322_comb,0.3303840071040804,Malignant,-0.2997064500851476
HNSCC26_P23_C11_S323_comb,0.35049453646515644,Malignant,-0.32242504490730656
HNSCC26_P23_D01_S325_comb,-0.307261843772539,Malignant,-0.06554805030044679
HNSCC26_P23_D05_S329_comb,0.3082824716057572,Malignant,-0.2619139524498592
HNSCC26_P23_D06_S330_comb,0.31897444966195265,Malignant,-0.3104693740699016
HNSCC26_P23_D07_S331_comb,0.524894192740201,Malignant,-0.30270526275626214
HNSCC26_P23_D09_S333_comb,0.34275989648041194,Malignant,-0.27468879508442445
HNSCC26_P23_D12_S336_comb,0.06046015583553435,Malignant,-0.1928147448063644
HNSCC26_P23_E01_S337_comb,0.014640948330294331,Malignant,-0.2690597867570229
HNSCC26_P23_E07_S343_comb,0.46358311539451685,Malignant,-0.23391683425853727
HNSCC26_P23_E08_S344_comb,0.5829305109555629,Malignant,-0.09006032080908384
HNSCC26_P23_F06_S354_comb,0.35228895037737856,Malignant,-0.33331970795600563
HNSCC26_P23_F07_S355_comb,0.2993393217391221,Malignant,-0.1366786141234223
HNSCC26_P23_F08_S356_comb,0.7651311024109233,Malignant,-0.24720838449575525
HNSCC26_P23_F11_S359_comb,-0.07893213745707922,Malignant,-0.18868176735398134
HNSCC26_P23_G03_S363_comb,0.4334667021164874,Malignant,-0.3220434147874505
HNSCC26_P23_G04_S364_comb,0.1273719193229577,Malignant,-0.21157196955476912
HNSCC26_P23_G09_S369_comb,0.6161766231473169,Malignant,0.06538883470346052
HNSCC26_P23_G11_S371_comb,0.5095764413926023,Malignant,-0.28322036513831567
HNSCC26_P23_G12_S372_comb,0.15440456381690473,Malignant,-0.3290347016274678
HNSCC26_P23_H01_S373_comb,0.09019385983199772,Malignant,-0.2539712452114066
HNSCC26_P23_H03_S375_comb,0.41778918004516336,Malignant,-0.23467062773427913
HNSCC26_P23_H07_S379_comb,0.4450164584274358,Malignant,-0.2255174943747521
HNSCC26_P23_H08_S380_comb,0.12046680159544335,Malignant,-0.21006063482318618
HNSCC26_P23_H11_S383_comb,0.2218138391328101,Malignant,-0.30652606054050996
HNSCC26_P24_A01_S289_comb,-0.13050126322776406,Malignant,-0.34559533059161923
HNSCC26_P24_A04_S292_comb,0.22263483098528722,Malignant,-0.316882960336447
HNSCC26_P24_A05_S293_comb,0.4777437341490849,Malignant,-0.3205080695735819
HNSCC26_P24_A07_S295_comb,1.0951276325018509,Malignant,-0.10281590282251164
HNSCC26_P24_A09_S297_comb,1.0745117308189078,Malignant,-0.24823399689215336
HNSCC26_P24_B01_S301_comb,0.4795112363774678,Malignant,-0.2908923516673603
HNSCC26_P24_B02_S302_comb,0.05096459589585188,Malignant,-0.3169175730578252
HNSCC26_P24_B08_S308_comb,0.3521231591130602,Malignant,-0.3102485389761868
HNSCC26_P24_B09_S309_comb,0.6297183707847407,Malignant,-0.20721175704047978
HNSCC26_P24_B11_S311_comb,0.5613175440792095,Malignant,-0.2334947932890208
HNSCC26_P24_B12_S312_comb,0.14204123330314516,Malignant,-0.2822073117838452
HNSCC26_P24_C01_S313_comb,0.712994492364959,Malignant,-0.24666545147299257
HNSCC26_P24_C02_S314_comb,0.9134751713576821,Malignant,-0.3319587842493074
HNSCC26_P24_C09_S321_comb,0.11990193576718733,Malignant,-0.18556977887322731
HNSCC26_P24_C10_S322_comb,0.004261144832286423,Malignant,-0.1698798494118904
HNSCC26_P24_D01_S325_comb,0.3628701955676984,Malignant,-0.16867995352118717
HNSCC26_P24_D02_S326_comb,0.43574765246224867,Malignant,-0.33359266464924076
HNSCC26_P24_D04_S328_comb,0.4369406301873188,Malignant,-0.20621563243096183
HNSCC26_P24_D06_S330_comb,0.30863567352352167,Malignant,-0.06609391801689761
HNSCC26_P24_D07_S331_comb,0.8047534982944234,Malignant,-0.2686503020573409
HNSCC26_P24_D11_S335_comb,0.3178542970113264,Malignant,-0.290499440202624
HNSCC26_P24_D12_S336_comb,0.39226677481426314,Malignant,-0.2887424056534912
HNSCC26_P24_E01_S337_comb,0.5343889469969423,Malignant,-0.2767428319970463
HNSCC26_P24_E02_S338_comb,0.07677092180091007,Malignant,-0.3014010243381992
HNSCC26_P24_E12_S348_comb,0.958656623592745,Malignant,-0.2980380060524896
HNSCC26_P24_F03_S351_comb,0.379361175512031,Malignant,-0.04844105960972773
HNSCC26_P24_F05_S353_comb,0.8048353889475144,Malignant,-0.23072749675543872
HNSCC26_P24_F07_S355_comb,0.20016580884979288,Malignant,-0.15154561008277612
HNSCC26_P24_F09_S357_comb,0.39942823399924204,Malignant,-0.21833593177900826
HNSCC26_P24_F11_S359_comb,0.32097623937234754,Malignant,-0.21905342942101658
HNSCC26_P24_F12_S360_comb,0.0603449192235299,Malignant,-0.31932546686118235
HNSCC26_P24_G01_S361_comb,0.361238117916745,Malignant,-0.2460646305657984
HNSCC26_P24_G03_S363_comb,-0.1410485633928984,Malignant,-0.26100055286754864
HNSCC26_P24_G05_S365_comb,0.04626501835427209,Malignant,-0.26751721568235537
HNSCC26_P24_G06_S366_comb,0.5127497160400856,Malignant,-0.24432462223349952
